Date,Campaign,Ad Group,Ad Group ID,Creative,Creative ID,Inventory Contract,Media Cost (USD),ECPM,Impressions,Clicks
05/20/2025,GCRU25US000_2D-17278477_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact Display_x_x:|79hvly,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_pkg_cpm_btdemo_cus_a18p-opnelt-x_x_Kargo Venti Video_LiveRamp_x:|2uofml,s52bd6r,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_SMB_Kargo Venti Video_LiveRamp_x:|lxf5ok,z8lye0o1,KARGO_REPLACE_NAME_Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE AUDIENCE_Cross-Platform Venti Video,"1,660.87",8.03,"206,735",219
05/20/2025,GCRU25US000_2D-17278477_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact Display_x_x:|79hvly,GCRU25US000_DIG_BURST2_awa_TRADEDESK_TRADEDESK_DISPLAY_bannr_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_pkg_cpm_btctx_cus_a18p-opnelt-x_x_Kargo Venti Display_LiveRamp_x:|ffe0ba,ao994t7,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DISPLAY_bannr_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btctx_cus_a18p-opnelt-x_GE_Kargo Venti Display_LiveRamp_x:|git0yb,zh9vqe0k,KARGO_REPLACE_NAME_Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE AUDIENCE_Cross-Platform Venti Display,944.66,7.08,"133,471",188
05/20/2025,GCRU25US000_2D-17278477_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact Display_x_x:|79hvly,GCRU25US000_DIG_BURST2_awa_TRADEDESK_TRADEDESK_DISPLAY_bannr_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_pkg_cpm_btctx_cus_a18p-opnelt-x_x_Kargo Venti Display_LiveRamp_x:|ffe0ba,ao994t7,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DISPLAY_bannr_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btctx_cus_a18p-opnelt-x_SMB_Kargo Venti Display_LiveRamp_x:|x9vtrd,q9nswq19,KARGO_REPLACE_NAME_Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE AUDIENCE_Cross-Platform Venti Display,938.08,7.07,"132,593",166
05/20/2025,GCRU25US000_2D-17278477_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact Display_x_x:|79hvly,GCRU25US000_DIG_BURST2_awa_TRADEDESK_TRADEDESK_DISPLAY_bannr_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_pkg_cpm_btdemo_cus_a18p-opnelt-x_x_Kargo Runway Display_LiveRamp_x:|nftwyf,3zvyezf,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DISPLAY_bannr_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_GE_Kargo Runway Display_LiveRamp_x:|6h2uqs,58afjwv7,KARGO_REPLACE_NAME_Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_ADHESION_1P OE AUDIENCE_Cross-Platform Runway,"1,855.53",7.82,"237,408","3,177"
05/20/2025,GCRU25US000_2D-17278477_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact Display_x_x:|79hvly,GCRU25US000_DIG_BURST2_awa_TRADEDESK_TRADEDESK_DISPLAY_bannr_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_pkg_cpm_btdemo_cus_a18p-opnelt-x_x_Kargo Runway Display_LiveRamp_x:|nftwyf,3zvyezf,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DISPLAY_bannr_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_SMB_Kargo Runway Display_LiveRamp_x:|kdpexm,1lraopkx,KARGO_REPLACE_NAME_Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_ADHESION_1P OE AUDIENCE_Cross-Platform Runway,"1,854.20",7.82,"237,204","3,094"
05/20/2025,GCRU25US000_2D-17278477_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_pkg_cpm_btdemo_cus_a18p-opnelt-x_x_Kargo Enahnced Pre-Roll with Brande_LiveRamp Desktop_x:|5sh7oh,r1n8g54,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_GE_Kargo Enahnced Pre-Roll with Brande_LiveRamp Desktop_x:|ez56r7,0dizbsng,KARGO_REPLACE_NAME_Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE AUDIENCE_Cross-Platform Enhanced Pre-Roll,"1,885.10",18.38,"102,561",51
05/20/2025,GCRU25US000_2D-17278477_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_pkg_cpm_btdemo_cus_a18p-opnelt-x_x_Kargo Enahnced Pre-Roll with Brande_LiveRamp Desktop_x:|5sh7oh,r1n8g54,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_SMB_Kargo Enahnced Pre-Roll with Brande_LiveRamp Desktop_x:|ff3syi,7f4ijtgs,KARGO_REPLACE_NAME_Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE AUDIENCE_Cross-Platform Enhanced Pre-Roll,"1,855.98",18.38,"100,973",56
05/20/2025,GCRU25US000_2D-17278477_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_pkg_cpm_btdemo_cus_a18p-opnelt-x_x_Kargo Enahnced Pre-Roll with Brande_LiveRamp Mobile_x:|gssdpr,bwlo63k,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_GE_Kargo Enahnced Pre-Roll with Brande_LiveRamp Mobile_x:|wr674b,joh76t3i,KARGO_REPLACE_NAME_Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE AUDIENCE_Cross-Platform Enhanced Pre-Roll,"2,118.82",18.43,"114,947",133
05/20/2025,GCRU25US000_2D-17278477_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_pkg_cpm_btdemo_cus_a18p-opnelt-x_x_Kargo Enahnced Pre-Roll with Brande_LiveRamp Mobile_x:|gssdpr,bwlo63k,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_SMB_Kargo Enahnced Pre-Roll with Brande_LiveRamp Mobile_x:|bj97n2,opkunz0c,KARGO_REPLACE_NAME_Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE AUDIENCE_Cross-Platform Enhanced Pre-Roll,"1,900.57",18.43,"103,133",106
05/20/2025,GCRU25US000_2D-17278477_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_hiint_x_x_High Impact Display_New OE Subset_x:|pxyiny,gcru25us000_DIG_BURST2_awa_tradedesk_KARGO_CUSTOM_vrc_rch_1p_us-nat_x_en_1x1_x_ssp_nodco_pkg_cpm_btdemo_cus_a18p-opnelt-x_x_kargo venti video_new oe subset_x:|4crqsq,7ycvdfl,gcru25us000_dig_burst2_awa_tradedesk_kargo_digvid_vrc_rch_1p_us-nat_x_en_1x1_15s_ssp_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_ge_kargo venti video_new oe subset_x:|tmb5tl,5r4uy90p,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE INCREMENTAL AUDIENCE_Cross-Platform Venti Video,339.06,19.07,"17,776",28
05/20/2025,GCRU25US000_2D-17278477_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_hiint_x_x_High Impact Display_New OE Subset_x:|pxyiny,gcru25us000_DIG_BURST2_awa_tradedesk_KARGO_CUSTOM_vrc_rch_1p_us-nat_x_en_1x1_x_ssp_nodco_pkg_cpm_btdemo_cus_a18p-opnelt-x_x_kargo venti video_new oe subset_x:|4crqsq,7ycvdfl,gcru25us000_dig_burst2_awa_tradedesk_kargo_digvid_vrc_rch_1p_us-nat_x_en_1x1_15s_ssp_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_smb_kargo venti video_new oe subset_x:|c2esny,tutmmza2,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE INCREMENTAL AUDIENCE_Cross-Platform Venti Video,343.68,19.05,"18,040",20
05/20/2025,GCRU25US000_2D-17278477_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_hiint_x_x_High Impact Display_New OE Subset_x:|pxyiny,gcru25us000_dig_burst2_awa_tradedesk_tradedesk_display_bannr_rch_1p_us-nat_x_en_1x1_x_ssp_nodco_pkg_cpm_btctx_cus_a18p-opnelt-x_x_kargo venti display_new oe subset_x:|i7ka6i,3zu6onb,gcru25us000_dig_burst2_awa_tradedesk_kargo_display_bannr_rch_1p_us-nat_x_en_1x1_x_ssp_nodco_cld_cpm_btctx_cus_a18p-opnelt-x_ge_kargo venti display_new oe subset_x:|38rvmb,ef78euvx,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE INCREMENTAL AUDIENCE_Cross-Platform Venti Display,693.82,17.40,"39,883",54
05/20/2025,GCRU25US000_2D-17278477_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_hiint_x_x_High Impact Display_New OE Subset_x:|pxyiny,gcru25us000_dig_burst2_awa_tradedesk_tradedesk_display_bannr_rch_1p_us-nat_x_en_1x1_x_ssp_nodco_pkg_cpm_btctx_cus_a18p-opnelt-x_x_kargo venti display_new oe subset_x:|i7ka6i,3zu6onb,gcru25us000_dig_burst2_awa_tradedesk_kargo_display_bannr_rch_1p_us-nat_x_en_1x1_x_ssp_nodco_cld_cpm_btctx_cus_a18p-opnelt-x_smb_kargo venti display_new oe subset_x:|qhbh68,d3142gkf,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE INCREMENTAL AUDIENCE_Cross-Platform Venti Display,694.51,17.44,"39,820",63
05/20/2025,GCRU25US000_2D-17278477_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_hiint_x_x_High Impact Display_New OE Subset_x:|pxyiny,gcru25us000_dig_burst2_awa_tradedesk_tradedesk_display_bannr_rch_1p_us-nat_x_en_1x1_x_ssp_nodco_pkg_cpm_btdemo_cus_a18p-opnelt-x_x_kargo runway display_new oe subset_x:|z2mm21,h85x428,gcru25us000_dig_burst2_awa_tradedesk_kargo_display_bannr_rch_1p_us-nat_x_en_1x1_x_ssp_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_ge_kargo runway display_new oe subset_x:|bywr5r,wujr56h4,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_ADHESION_1P OE INCREMENTAL AUDIENCE_Cross-Platform Runway,340.16,18.46,"18,423",240
05/20/2025,GCRU25US000_2D-17278477_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_hiint_x_x_High Impact Display_New OE Subset_x:|pxyiny,gcru25us000_dig_burst2_awa_tradedesk_tradedesk_display_bannr_rch_1p_us-nat_x_en_1x1_x_ssp_nodco_pkg_cpm_btdemo_cus_a18p-opnelt-x_x_kargo runway display_new oe subset_x:|z2mm21,h85x428,gcru25us000_dig_burst2_awa_tradedesk_kargo_display_bannr_rch_1p_us-nat_x_en_1x1_x_ssp_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_smb_kargo runway display_new oe subset_x:|evo8dt,sbfdvfkl,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_ADHESION_1P OE INCREMENTAL AUDIENCE_Cross-Platform Runway,338.16,18.55,"18,225",202
05/20/2025,GCRU25US000_2D-17278477_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_hiint_x_x_High Impact OLV_New OE Subset_x:|t12vgk,gcru25us000_dig_burst2_awa_tradedesk_kargo_digvid_vrc_rch_1p_us-nat_x_en_1x1_x_ssp_nodco_pkg_cpm_btdemo_cus_a18p-opnelt-x_x_kargo enahnced pre-roll with brande_new oe subset mobile_x:|r8l6qp,q8n21dt,gcru25us000_dig_burst2_awa_tradedesk_kargo_digvid_vrc_rch_1p_us-nat_x_en_1x1_15s_ssp_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_ge_kargo enahnced pre-roll with brande_new oe subset mobile_x:|1rb2wv,ofu4tsky,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE INCREMENTAL AUDIENCE_Cross-Platform Enhanced Pre-Roll,223.05,18.54,"12,029",14
05/20/2025,GCRU25US000_2D-17278477_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_hiint_x_x_High Impact OLV_New OE Subset_x:|t12vgk,gcru25us000_dig_burst2_awa_tradedesk_kargo_digvid_vrc_rch_1p_us-nat_x_en_1x1_x_ssp_nodco_pkg_cpm_btdemo_cus_a18p-opnelt-x_x_kargo enahnced pre-roll with brande_new oe subset mobile_x:|r8l6qp,q8n21dt,gcru25us000_dig_burst2_awa_tradedesk_kargo_digvid_vrc_rch_1p_us-nat_x_en_1x1_15s_ssp_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_smb_kargo enahnced pre-roll with brande_new oe subset mobile_x:|t9unf4,cjwh4spi,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE INCREMENTAL AUDIENCE_Cross-Platform Enhanced Pre-Roll,227.70,18.55,"12,276",17
05/20/2025,GCRU25US000_2D-17278477_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_hiint_x_x_High Impact OLV_New OE Subset_x:|t12vgk,gcru25us000_dig_burst2_awa_tradedesk_kargo_digvid_vrc_rch_1p_us-nat_x_en_1x1_x_ssp_nodco_pkg_cpm_btdemo_cus_a18p-opnelt-x_x_kargo enahnced pre-roll with brande_new oe subsetdesktop_x:|m2vsj1,bl7l1za,gcru25us000_dig_burst2_awa_tradedesk_kargo_digvid_vrc_rch_1p_us-nat_x_en_1x1_15s_ssp_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_ge_kargo enahnced pre-roll with brande_new oe subsetdesktop_x:|wv6tvf,h4cmq5n4,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE INCREMENTAL AUDIENCE_Cross-Platform Enhanced Pre-Roll,45.92,18.58,"2,471",1
05/20/2025,GCRU25US000_2D-17278477_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_hiint_x_x_High Impact OLV_New OE Subset_x:|t12vgk,gcru25us000_dig_burst2_awa_tradedesk_kargo_digvid_vrc_rch_1p_us-nat_x_en_1x1_x_ssp_nodco_pkg_cpm_btdemo_cus_a18p-opnelt-x_x_kargo enahnced pre-roll with brande_new oe subsetdesktop_x:|m2vsj1,bl7l1za,gcru25us000_dig_burst2_awa_tradedesk_kargo_digvid_vrc_rch_1p_us-nat_x_en_1x1_15s_ssp_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_smb_kargo enahnced pre-roll with brande_new oe subsetdesktop_x:|x3545t,42xmelij,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE INCREMENTAL AUDIENCE_Cross-Platform Enhanced Pre-Roll,50.63,18.62,"2,719",2
05/19/2025,GCRU25US000_2D-17278477_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact Display_x_x:|79hvly,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_pkg_cpm_btdemo_cus_a18p-opnelt-x_x_Kargo Venti Video_LiveRamp_x:|2uofml,s52bd6r,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_GE_Kargo Venti Video_LiveRamp_x:|qcwcly,mgarv4v7,KARGO_REPLACE_NAME_Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE AUDIENCE_Cross-Platform Venti Video,"1,670.32",8.04,"207,698",238
05/19/2025,GCRU25US000_2D-17278477_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact Display_x_x:|79hvly,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_pkg_cpm_btdemo_cus_a18p-opnelt-x_x_Kargo Venti Video_LiveRamp_x:|2uofml,s52bd6r,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_SMB_Kargo Venti Video_LiveRamp_x:|lxf5ok,z8lye0o1,KARGO_REPLACE_NAME_Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE AUDIENCE_Cross-Platform Venti Video,"1,663.54",8.04,"206,809",238
05/19/2025,GCRU25US000_2D-17278477_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact Display_x_x:|79hvly,GCRU25US000_DIG_BURST2_awa_TRADEDESK_TRADEDESK_DISPLAY_bannr_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_pkg_cpm_btctx_cus_a18p-opnelt-x_x_Kargo Venti Display_LiveRamp_x:|ffe0ba,ao994t7,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DISPLAY_bannr_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btctx_cus_a18p-opnelt-x_GE_Kargo Venti Display_LiveRamp_x:|git0yb,zh9vqe0k,KARGO_REPLACE_NAME_Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE AUDIENCE_Cross-Platform Venti Display,926.42,7.14,"129,830",203
05/19/2025,GCRU25US000_2D-17278477_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact Display_x_x:|79hvly,GCRU25US000_DIG_BURST2_awa_TRADEDESK_TRADEDESK_DISPLAY_bannr_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_pkg_cpm_btctx_cus_a18p-opnelt-x_x_Kargo Venti Display_LiveRamp_x:|ffe0ba,ao994t7,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DISPLAY_bannr_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btctx_cus_a18p-opnelt-x_SMB_Kargo Venti Display_LiveRamp_x:|x9vtrd,q9nswq19,KARGO_REPLACE_NAME_Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE AUDIENCE_Cross-Platform Venti Display,931.97,7.14,"130,598",175
05/19/2025,GCRU25US000_2D-17278477_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact Display_x_x:|79hvly,GCRU25US000_DIG_BURST2_awa_TRADEDESK_TRADEDESK_DISPLAY_bannr_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_pkg_cpm_btdemo_cus_a18p-opnelt-x_x_Kargo Runway Display_LiveRamp_x:|nftwyf,3zvyezf,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DISPLAY_bannr_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_GE_Kargo Runway Display_LiveRamp_x:|6h2uqs,58afjwv7,KARGO_REPLACE_NAME_Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_ADHESION_1P OE AUDIENCE_Cross-Platform Runway,"1,878.64",7.90,"237,929","3,351"
05/19/2025,GCRU25US000_2D-17278477_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact Display_x_x:|79hvly,GCRU25US000_DIG_BURST2_awa_TRADEDESK_TRADEDESK_DISPLAY_bannr_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_pkg_cpm_btdemo_cus_a18p-opnelt-x_x_Kargo Runway Display_LiveRamp_x:|nftwyf,3zvyezf,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DISPLAY_bannr_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_SMB_Kargo Runway Display_LiveRamp_x:|kdpexm,1lraopkx,KARGO_REPLACE_NAME_Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_ADHESION_1P OE AUDIENCE_Cross-Platform Runway,"1,886.10",7.90,"238,796","3,217"
05/19/2025,GCRU25US000_2D-17278477_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_pkg_cpm_btdemo_cus_a18p-opnelt-x_x_Kargo Enahnced Pre-Roll with Brande_LiveRamp Desktop_x:|5sh7oh,r1n8g54,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_GE_Kargo Enahnced Pre-Roll with Brande_LiveRamp Desktop_x:|ez56r7,0dizbsng,KARGO_REPLACE_NAME_Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE AUDIENCE_Cross-Platform Enhanced Pre-Roll,"1,996.98",18.54,"107,719",42
05/19/2025,GCRU25US000_2D-17278477_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_pkg_cpm_btdemo_cus_a18p-opnelt-x_x_Kargo Enahnced Pre-Roll with Brande_LiveRamp Desktop_x:|5sh7oh,r1n8g54,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_SMB_Kargo Enahnced Pre-Roll with Brande_LiveRamp Desktop_x:|ff3syi,7f4ijtgs,KARGO_REPLACE_NAME_Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE AUDIENCE_Cross-Platform Enhanced Pre-Roll,"1,935.38",18.54,"104,407",51
05/19/2025,GCRU25US000_2D-17278477_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_pkg_cpm_btdemo_cus_a18p-opnelt-x_x_Kargo Enahnced Pre-Roll with Brande_LiveRamp Mobile_x:|gssdpr,bwlo63k,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_GE_Kargo Enahnced Pre-Roll with Brande_LiveRamp Mobile_x:|wr674b,joh76t3i,KARGO_REPLACE_NAME_Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE AUDIENCE_Cross-Platform Enhanced Pre-Roll,"2,023.92",18.53,"109,242",131
05/19/2025,GCRU25US000_2D-17278477_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_pkg_cpm_btdemo_cus_a18p-opnelt-x_x_Kargo Enahnced Pre-Roll with Brande_LiveRamp Mobile_x:|gssdpr,bwlo63k,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_SMB_Kargo Enahnced Pre-Roll with Brande_LiveRamp Mobile_x:|bj97n2,opkunz0c,KARGO_REPLACE_NAME_Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE AUDIENCE_Cross-Platform Enhanced Pre-Roll,"1,830.15",18.53,"98,774",113
