Date,Campaign,Ad Group,Ad Group ID,Creative,Creative ID,Inventory Contract,Media Cost (USD),ECPM,Impressions,Clicks
06/15/2025,GCRU25US000_2D-17278477_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact Display_x_x:|79hvly,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_pkg_cpm_btdemo_cus_a18p-opnelt-x_x_Kargo Venti Video_LiveRamp_x:|2uofml,s52bd6r,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_GE_Kargo Venti Video_LiveRamp_x:|qcwcly,mgarv4v7,KARGO_REPLACE_NAME_Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE AUDIENCE_Cross-Platform Venti Video,"1,165.87",7.94,"146,850",188
06/15/2025,GCRU25US000_2D-17278477_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact Display_x_x:|79hvly,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_pkg_cpm_btdemo_cus_a18p-opnelt-x_x_Kargo Venti Video_LiveRamp_x:|2uofml,s52bd6r,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_SMB_Kargo Venti Video_LiveRamp_x:|lxf5ok,z8lye0o1,KARGO_REPLACE_NAME_Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE AUDIENCE_Cross-Platform Venti Video,"1,168.64",7.94,"147,186",150
06/15/2025,GCRU25US000_2D-17278477_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact Display_x_x:|79hvly,GCRU25US000_DIG_BURST2_awa_TRADEDESK_TRADEDESK_DISPLAY_bannr_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_pkg_cpm_btctx_cus_a18p-opnelt-x_x_Kargo Venti Display_LiveRamp_x:|ffe0ba,ao994t7,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DISPLAY_bannr_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btctx_cus_a18p-opnelt-x_GE_Kargo Venti Display_LiveRamp_x:|git0yb,zh9vqe0k,KARGO_REPLACE_NAME_Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE AUDIENCE_Cross-Platform Venti Display,"1,667.48",6.88,"242,262",300
06/15/2025,GCRU25US000_2D-17278477_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact Display_x_x:|79hvly,GCRU25US000_DIG_BURST2_awa_TRADEDESK_TRADEDESK_DISPLAY_bannr_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_pkg_cpm_btctx_cus_a18p-opnelt-x_x_Kargo Venti Display_LiveRamp_x:|ffe0ba,ao994t7,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DISPLAY_bannr_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btctx_cus_a18p-opnelt-x_SMB_Kargo Venti Display_LiveRamp_x:|x9vtrd,q9nswq19,KARGO_REPLACE_NAME_Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE AUDIENCE_Cross-Platform Venti Display,"1,661.51",6.88,"241,370",281
06/15/2025,GCRU25US000_2D-17278477_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact Display_x_x:|79hvly,GCRU25US000_DIG_BURST2_awa_TRADEDESK_TRADEDESK_DISPLAY_bannr_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_pkg_cpm_btdemo_cus_a18p-opnelt-x_x_Kargo Runway Display_LiveRamp_x:|nftwyf,3zvyezf,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DISPLAY_bannr_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_GE_Kargo Runway Display_LiveRamp_x:|6h2uqs,58afjwv7,KARGO_REPLACE_NAME_Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_ADHESION_1P OE AUDIENCE_Cross-Platform Runway,"1,278.34",7.63,"167,442","2,017"
06/15/2025,GCRU25US000_2D-17278477_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact Display_x_x:|79hvly,GCRU25US000_DIG_BURST2_awa_TRADEDESK_TRADEDESK_DISPLAY_bannr_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_pkg_cpm_btdemo_cus_a18p-opnelt-x_x_Kargo Runway Display_LiveRamp_x:|nftwyf,3zvyezf,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DISPLAY_bannr_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_SMB_Kargo Runway Display_LiveRamp_x:|kdpexm,1lraopkx,KARGO_REPLACE_NAME_Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_ADHESION_1P OE AUDIENCE_Cross-Platform Runway,"1,273.59",7.63,"166,817","2,003"
06/15/2025,GCRU25US000_2D-17278477_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_pkg_cpm_btdemo_cus_a18p-opnelt-x_x_Kargo Enahnced Pre-Roll with Brande_LiveRamp Desktop_x:|5sh7oh,r1n8g54,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_GE_Kargo Enahnced Pre-Roll with Brande_LiveRamp Desktop_x:|ez56r7,0dizbsng,KARGO_REPLACE_NAME_Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE AUDIENCE_Cross-Platform Enhanced Pre-Roll,"1,328.15",17.02,"78,057",32
06/15/2025,GCRU25US000_2D-17278477_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_pkg_cpm_btdemo_cus_a18p-opnelt-x_x_Kargo Enahnced Pre-Roll with Brande_LiveRamp Desktop_x:|5sh7oh,r1n8g54,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_SMB_Kargo Enahnced Pre-Roll with Brande_LiveRamp Desktop_x:|ff3syi,7f4ijtgs,KARGO_REPLACE_NAME_Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE AUDIENCE_Cross-Platform Enhanced Pre-Roll,"1,292.75",17.01,"75,986",25
06/15/2025,GCRU25US000_2D-17278477_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_pkg_cpm_btdemo_cus_a18p-opnelt-x_x_Kargo Enahnced Pre-Roll with Brande_LiveRamp Mobile_x:|gssdpr,bwlo63k,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_GE_Kargo Enahnced Pre-Roll with Brande_LiveRamp Mobile_x:|wr674b,joh76t3i,KARGO_REPLACE_NAME_Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE AUDIENCE_Cross-Platform Enhanced Pre-Roll,"2,577.14",17.01,"151,476",90
06/15/2025,GCRU25US000_2D-17278477_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_pkg_cpm_btdemo_cus_a18p-opnelt-x_x_Kargo Enahnced Pre-Roll with Brande_LiveRamp Mobile_x:|gssdpr,bwlo63k,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_SMB_Kargo Enahnced Pre-Roll with Brande_LiveRamp Mobile_x:|bj97n2,opkunz0c,KARGO_REPLACE_NAME_Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE AUDIENCE_Cross-Platform Enhanced Pre-Roll,"2,516.23",17.02,"147,874",91
06/14/2025,GCRU25US000_2D-17278477_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact Display_x_x:|79hvly,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_pkg_cpm_btdemo_cus_a18p-opnelt-x_x_Kargo Venti Video_LiveRamp_x:|2uofml,s52bd6r,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_GE_Kargo Venti Video_LiveRamp_x:|qcwcly,mgarv4v7,KARGO_REPLACE_NAME_Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE AUDIENCE_Cross-Platform Venti Video,"1,437.50",7.93,"181,188",236
06/14/2025,GCRU25US000_2D-17278477_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact Display_x_x:|79hvly,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_pkg_cpm_btdemo_cus_a18p-opnelt-x_x_Kargo Venti Video_LiveRamp_x:|2uofml,s52bd6r,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_SMB_Kargo Venti Video_LiveRamp_x:|lxf5ok,z8lye0o1,KARGO_REPLACE_NAME_Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE AUDIENCE_Cross-Platform Venti Video,"1,433.67",7.93,"180,718",230
06/14/2025,GCRU25US000_2D-17278477_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact Display_x_x:|79hvly,GCRU25US000_DIG_BURST2_awa_TRADEDESK_TRADEDESK_DISPLAY_bannr_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_pkg_cpm_btctx_cus_a18p-opnelt-x_x_Kargo Venti Display_LiveRamp_x:|ffe0ba,ao994t7,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DISPLAY_bannr_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btctx_cus_a18p-opnelt-x_GE_Kargo Venti Display_LiveRamp_x:|git0yb,zh9vqe0k,KARGO_REPLACE_NAME_Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE AUDIENCE_Cross-Platform Venti Display,"1,623.69",6.85,"236,896",334
06/14/2025,GCRU25US000_2D-17278477_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact Display_x_x:|79hvly,GCRU25US000_DIG_BURST2_awa_TRADEDESK_TRADEDESK_DISPLAY_bannr_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_pkg_cpm_btctx_cus_a18p-opnelt-x_x_Kargo Venti Display_LiveRamp_x:|ffe0ba,ao994t7,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DISPLAY_bannr_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btctx_cus_a18p-opnelt-x_SMB_Kargo Venti Display_LiveRamp_x:|x9vtrd,q9nswq19,KARGO_REPLACE_NAME_Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE AUDIENCE_Cross-Platform Venti Display,"1,630.18",6.85,"237,851",330
06/14/2025,GCRU25US000_2D-17278477_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact Display_x_x:|79hvly,GCRU25US000_DIG_BURST2_awa_TRADEDESK_TRADEDESK_DISPLAY_bannr_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_pkg_cpm_btdemo_cus_a18p-opnelt-x_x_Kargo Runway Display_LiveRamp_x:|nftwyf,3zvyezf,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DISPLAY_bannr_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_GE_Kargo Runway Display_LiveRamp_x:|6h2uqs,58afjwv7,KARGO_REPLACE_NAME_Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_ADHESION_1P OE AUDIENCE_Cross-Platform Runway,"1,066.22",7.63,"139,804","1,890"
06/14/2025,GCRU25US000_2D-17278477_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact Display_x_x:|79hvly,GCRU25US000_DIG_BURST2_awa_TRADEDESK_TRADEDESK_DISPLAY_bannr_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_pkg_cpm_btdemo_cus_a18p-opnelt-x_x_Kargo Runway Display_LiveRamp_x:|nftwyf,3zvyezf,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DISPLAY_bannr_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_SMB_Kargo Runway Display_LiveRamp_x:|kdpexm,1lraopkx,KARGO_REPLACE_NAME_Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_ADHESION_1P OE AUDIENCE_Cross-Platform Runway,"1,063.28",7.63,"139,391","1,832"
06/14/2025,GCRU25US000_2D-17278477_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_pkg_cpm_btdemo_cus_a18p-opnelt-x_x_Kargo Enahnced Pre-Roll with Brande_LiveRamp Desktop_x:|5sh7oh,r1n8g54,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_GE_Kargo Enahnced Pre-Roll with Brande_LiveRamp Desktop_x:|ez56r7,0dizbsng,KARGO_REPLACE_NAME_Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE AUDIENCE_Cross-Platform Enhanced Pre-Roll,"1,153.53",17.01,"67,795",28
06/14/2025,GCRU25US000_2D-17278477_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_pkg_cpm_btdemo_cus_a18p-opnelt-x_x_Kargo Enahnced Pre-Roll with Brande_LiveRamp Desktop_x:|5sh7oh,r1n8g54,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_SMB_Kargo Enahnced Pre-Roll with Brande_LiveRamp Desktop_x:|ff3syi,7f4ijtgs,KARGO_REPLACE_NAME_Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE AUDIENCE_Cross-Platform Enhanced Pre-Roll,"1,113.93",17.02,"65,453",32
06/14/2025,GCRU25US000_2D-17278477_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_pkg_cpm_btdemo_cus_a18p-opnelt-x_x_Kargo Enahnced Pre-Roll with Brande_LiveRamp Mobile_x:|gssdpr,bwlo63k,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_GE_Kargo Enahnced Pre-Roll with Brande_LiveRamp Mobile_x:|wr674b,joh76t3i,KARGO_REPLACE_NAME_Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE AUDIENCE_Cross-Platform Enhanced Pre-Roll,"2,784.84",17.02,"163,662",120
06/14/2025,GCRU25US000_2D-17278477_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_pkg_cpm_btdemo_cus_a18p-opnelt-x_x_Kargo Enahnced Pre-Roll with Brande_LiveRamp Mobile_x:|gssdpr,bwlo63k,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_SMB_Kargo Enahnced Pre-Roll with Brande_LiveRamp Mobile_x:|bj97n2,opkunz0c,KARGO_REPLACE_NAME_Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE AUDIENCE_Cross-Platform Enhanced Pre-Roll,"2,699.88",17.02,"158,650",109
06/13/2025,GCRU25US000_2D-17278477_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact Display_x_x:|79hvly,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_pkg_cpm_btdemo_cus_a18p-opnelt-x_x_Kargo Venti Video_LiveRamp_x:|2uofml,s52bd6r,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_GE_Kargo Venti Video_LiveRamp_x:|qcwcly,mgarv4v7,KARGO_REPLACE_NAME_Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE AUDIENCE_Cross-Platform Venti Video,"1,374.06",7.94,"173,001",174
06/13/2025,GCRU25US000_2D-17278477_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact Display_x_x:|79hvly,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_pkg_cpm_btdemo_cus_a18p-opnelt-x_x_Kargo Venti Video_LiveRamp_x:|2uofml,s52bd6r,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_SMB_Kargo Venti Video_LiveRamp_x:|lxf5ok,z8lye0o1,KARGO_REPLACE_NAME_Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE AUDIENCE_Cross-Platform Venti Video,"1,368.98",7.94,"172,359",199
06/13/2025,GCRU25US000_2D-17278477_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact Display_x_x:|79hvly,GCRU25US000_DIG_BURST2_awa_TRADEDESK_TRADEDESK_DISPLAY_bannr_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_pkg_cpm_btctx_cus_a18p-opnelt-x_x_Kargo Venti Display_LiveRamp_x:|ffe0ba,ao994t7,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DISPLAY_bannr_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btctx_cus_a18p-opnelt-x_GE_Kargo Venti Display_LiveRamp_x:|git0yb,zh9vqe0k,KARGO_REPLACE_NAME_Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE AUDIENCE_Cross-Platform Venti Display,"1,778.07",6.86,"259,268",272
06/13/2025,GCRU25US000_2D-17278477_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact Display_x_x:|79hvly,GCRU25US000_DIG_BURST2_awa_TRADEDESK_TRADEDESK_DISPLAY_bannr_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_pkg_cpm_btctx_cus_a18p-opnelt-x_x_Kargo Venti Display_LiveRamp_x:|ffe0ba,ao994t7,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DISPLAY_bannr_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btctx_cus_a18p-opnelt-x_SMB_Kargo Venti Display_LiveRamp_x:|x9vtrd,q9nswq19,KARGO_REPLACE_NAME_Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE AUDIENCE_Cross-Platform Venti Display,"1,769.65",6.86,"258,043",271
06/13/2025,GCRU25US000_2D-17278477_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact Display_x_x:|79hvly,GCRU25US000_DIG_BURST2_awa_TRADEDESK_TRADEDESK_DISPLAY_bannr_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_pkg_cpm_btdemo_cus_a18p-opnelt-x_x_Kargo Runway Display_LiveRamp_x:|nftwyf,3zvyezf,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DISPLAY_bannr_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_GE_Kargo Runway Display_LiveRamp_x:|6h2uqs,58afjwv7,KARGO_REPLACE_NAME_Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_ADHESION_1P OE AUDIENCE_Cross-Platform Runway,994.85,7.64,"130,285","1,500"
06/13/2025,GCRU25US000_2D-17278477_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact Display_x_x:|79hvly,GCRU25US000_DIG_BURST2_awa_TRADEDESK_TRADEDESK_DISPLAY_bannr_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_pkg_cpm_btdemo_cus_a18p-opnelt-x_x_Kargo Runway Display_LiveRamp_x:|nftwyf,3zvyezf,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DISPLAY_bannr_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_SMB_Kargo Runway Display_LiveRamp_x:|kdpexm,1lraopkx,KARGO_REPLACE_NAME_Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_ADHESION_1P OE AUDIENCE_Cross-Platform Runway,994.75,7.63,"130,301","1,514"
06/13/2025,GCRU25US000_2D-17278477_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_pkg_cpm_btdemo_cus_a18p-opnelt-x_x_Kargo Enahnced Pre-Roll with Brande_LiveRamp Desktop_x:|5sh7oh,r1n8g54,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_GE_Kargo Enahnced Pre-Roll with Brande_LiveRamp Desktop_x:|ez56r7,0dizbsng,KARGO_REPLACE_NAME_Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE AUDIENCE_Cross-Platform Enhanced Pre-Roll,934.93,17.03,"54,890",21
06/13/2025,GCRU25US000_2D-17278477_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_pkg_cpm_btdemo_cus_a18p-opnelt-x_x_Kargo Enahnced Pre-Roll with Brande_LiveRamp Desktop_x:|5sh7oh,r1n8g54,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_SMB_Kargo Enahnced Pre-Roll with Brande_LiveRamp Desktop_x:|ff3syi,7f4ijtgs,KARGO_REPLACE_NAME_Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE AUDIENCE_Cross-Platform Enhanced Pre-Roll,929.55,17.03,"54,593",22
