Campaign Name,Placement Name,Media Property,Delivery Site,Monitored Ads,Eligible Impressions,Measurement Rate,Measured Impressions,Authentic Viewable Rate,Authentic Viewable Impressions,Viewable Rate,Viewable Impressions,Average Time (s) - Viewable Impressions,Total Viewable Time (s),100% Display Viewable Rate,100% Display Viewable Impressions,50% Display Viewable 1-5 Secs Rate,50% Display Viewable 5-15 Secs Rate,50% Display Viewable >15 Secs Rate,Authentic Custom Viewable Rate,Authentic Custom Viewable Impressions,Custom Viewable Rate,Custom Viewable Impressions
GCRU25US000_NU_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_SMB_Kargo Venti Video_LiveRamp_x:|lxf5ok,Kargo,merriam-webster.com,"915,217","915,213",0.883567,"808,652",0.63016,"509,580",0.641655,"518,876",23.97459994,"12,439,844.52",0.427208,"347,449",0.092302,0.084821,0.460858,,,,
GCRU25US000_NU_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_GE_Kargo Venti Video_LiveRamp_x:|qcwcly,Kargo,merriam-webster.com,"913,213","913,206",0.885071,"808,252",0.631247,"510,207",0.642562,"519,352",23.92753277,"12,426,812.00",0.428144,"348,002",0.092691,0.085691,0.460564,,,,
GCRU25US000_NU_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_GE_Kargo Venti Video_LiveRamp_x:|qcwcly,Kargo,foxbusiness.com,"757,303","757,273",0.899973,"681,525",0.342218,"233,230",0.552759,"376,719",10.07861256,"3,796,804.85",0.149585,"102,089",0.229858,0.188297,0.133823,,,,
GCRU25US000_NU_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_SMB_Kargo Venti Video_LiveRamp_x:|lxf5ok,Kargo,foxbusiness.com,"756,161","756,132",0.898385,"679,298",0.342358,"232,563",0.554006,"376,335",10.08421799,"3,795,044.18",0.151734,"103,211",0.229298,0.190097,0.133857,,,,
GCRU25US000_NU_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_GE_Kargo Venti Video_LiveRamp_x:|qcwcly,Kargo,thestreet.com,"721,978","721,967",0.676872,"488,679",0.24151,"118,021",0.526976,"257,522",8.893804809,"2,290,350.40",0.208115,"102,310",0.241101,0.182354,0.09672,,,,
GCRU25US000_NU_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_SMB_Kargo Venti Video_LiveRamp_x:|lxf5ok,Kargo,thestreet.com,"718,716","718,710",0.67248,"483,318",0.242122,"117,022",0.530226,"256,268",8.948884074,"2,293,312.62",0.216451,"105,207",0.239905,0.185835,0.097837,,,,
GCRU25US000_NU_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_GE_Kargo Enahnced Pre-Roll with Brande_LiveRamp Mobile_x:|wr674b,Kargo,people.com,"389,552","389,430",0.996654,"388,127",0.622647,"241,666",0.971986,"377,254",15.1490083,"5,715,023.98",,0,,,,,,,
GCRU25US000_NU_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_GE_Kargo Enahnced Pre-Roll with Brande_LiveRamp Mobile_x:|wr674b,Kargo,comicbook.com,"388,811","387,755",0.997862,"386,926",0.791828,"306,379",0.89115,"344,809",12.85295207,"4,431,813.55",,0,,,,,,,
GCRU25US000_NU_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_SMB_Kargo Enahnced Pre-Roll with Brande_LiveRamp Mobile_x:|bj97n2,Kargo,comicbook.com,"370,653","369,676",0.997985,"368,931",0.791449,"291,990",0.891703,"328,977",12.88185146,"4,237,832.85",,0,,,,,,,
GCRU25US000_NU_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_SMB_Kargo Enahnced Pre-Roll with Brande_LiveRamp Mobile_x:|bj97n2,Kargo,people.com,"369,859","369,747",0.996654,"368,510",0.621291,"228,952",0.971982,"358,185",15.1867064,"5,439,650.43",,0,,,,,,,
GCRU25US000_NU_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_GE_Kargo Venti Video_LiveRamp_x:|qcwcly,Kargo,people.com,"334,200","334,193",0.956471,"319,646",0.568457,"181,705",0.793665,"253,692",12.5870038,"3,193,222.17",0.393876,"126,007",0.315734,0.25729,0.219962,,,,
GCRU25US000_NU_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_SMB_Kargo Venti Video_LiveRamp_x:|lxf5ok,Kargo,people.com,"333,790","333,780",0.953976,"318,418",0.566834,"180,490",0.792339,"252,295",12.62181278,"3,184,420.26",0.393796,"125,487",0.313723,0.25826,0.219748,,,,
GCRU25US000_NU_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_SMB_Kargo Venti Video_LiveRamp_x:|lxf5ok,Kargo,comicbook.com,"319,024","319,019",0.854263,"272,526",0.51889,"141,411",0.5728,"156,103",7.703636919,"1,202,560.83",0.179843,"49,187",0.303643,0.182926,0.084176,,,,
GCRU25US000_NU_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_GE_Kargo Venti Video_LiveRamp_x:|qcwcly,Kargo,comicbook.com,"318,714","318,704",0.857005,"273,131",0.521812,"142,523",0.575017,"157,055",7.711415695,"1,211,116.39",0.181314,"49,686",0.306014,0.181847,0.085245,,,,
GCRU25US000_NU_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_GE_Kargo Enahnced Pre-Roll with Brande_LiveRamp Mobile_x:|wr674b,Kargo,mensjournal.com,"315,873","315,225",0.997348,"314,389",0.661273,"207,897",0.773504,"243,181",12.28976747,"2,988,637.94",,0,,,,,,,
GCRU25US000_NU_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_SMB_Kargo Enahnced Pre-Roll with Brande_LiveRamp Mobile_x:|bj97n2,Kargo,mensjournal.com,"301,232","300,644",0.997562,"299,911",0.658752,"197,567",0.773053,"231,847",12.28424055,"2,848,064.32",,0,,,,,,,
GCRU25US000_NU_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_GE_Kargo Venti Video_LiveRamp_x:|qcwcly,Kargo,sfgate.com,"265,486","265,486",0.92693,"246,087",0.293969,"72,342",0.404337,"99,502",6.680812768,"664,754.23",0.123669,"30,490",0.19441,0.158226,0.028108,,,,
GCRU25US000_NU_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_SMB_Kargo Venti Video_LiveRamp_x:|lxf5ok,Kargo,sfgate.com,"264,678","264,678",0.925589,"244,983",0.292869,"71,748",0.403114,"98,756",6.680025436,"659,692.59",0.12177,"29,890",0.193206,0.158166,0.028232,,,,
GCRU25US000_NU_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_GE_Kargo Enahnced Pre-Roll with Brande_LiveRamp Mobile_x:|wr674b,Kargo,tvinsider.com,"250,350","250,101",0.994294,"248,674",0.484196,"120,407",0.517963,"128,804",12.93880503,"1,666,569.84",,0,,,,,,,
GCRU25US000_NU_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_SMB_Kargo Enahnced Pre-Roll with Brande_LiveRamp Mobile_x:|bj97n2,Kargo,tvinsider.com,"240,025","239,812",0.994633,"238,525",0.485945,"115,910",0.519841,"123,995",12.9305308,"1,603,321.17",,0,,,,,,,
GCRU25US000_NU_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_GE_Kargo Enahnced Pre-Roll with Brande_LiveRamp Mobile_x:|wr674b,Kargo,lotteryusa.com,"208,178","207,947",0.996893,"207,301",0.140187,"29,061",0.876633,"181,727",13.2358688,"2,405,314.73",,0,,,,,,,
GCRU25US000_NU_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_GE_Kargo Venti Video_LiveRamp_x:|qcwcly,Kargo,mensjournal.com,"202,472","202,472",0.799508,"161,878",0.503849,"81,562",0.610818,"98,878",8.035058243,"794,490.49",0.20824,"33,875",0.315123,0.185421,0.098418,,,,
GCRU25US000_NU_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_SMB_Kargo Venti Video_LiveRamp_x:|lxf5ok,Kargo,mensjournal.com,"202,281","202,280",0.795378,"160,889",0.503465,"81,002",0.610576,"98,235",8.128076439,"798,461.59",0.212107,"34,314",0.31442,0.184513,0.099489,,,,
GCRU25US000_NU_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_SMB_Kargo Enahnced Pre-Roll with Brande_LiveRamp Mobile_x:|bj97n2,Kargo,lotteryusa.com,"197,144","196,945",0.996938,"196,342",0.137923,"27,080",0.876124,"172,020",13.26065022,"2,281,097.05",,0,,,,,,,
GCRU25US000_NU_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_SMB_Kargo Venti Video_LiveRamp_x:|lxf5ok,Kargo,islands.com,"184,902","184,902",0.846297,"156,482",0.361409,"56,554",0.458615,"71,765",8.102252351,"581,458.14",0.16394,"25,736",0.248943,0.130803,0.077384,,,,
GCRU25US000_NU_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_GE_Kargo Venti Video_LiveRamp_x:|qcwcly,Kargo,islands.com,"184,765","184,765",0.851092,"157,252",0.358406,"56,360",0.4574,"71,927",8.130555174,"584,806.44",0.161812,"25,526",0.247821,0.130345,0.077762,,,,
GCRU25US000_NU_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_GE_Kargo Enahnced Pre-Roll with Brande_LiveRamp Mobile_x:|wr674b,Kargo,natashaskitchen.com,"176,954","176,867",0.99948,"176,775",0.931625,"164,688",0.934408,"165,180",15.00191161,"2,478,015.76",,0,,,,,,,
GCRU25US000_NU_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_GE_Kargo Venti Video_LiveRamp_x:|qcwcly,Kargo,pagesix.com,"174,567","174,565",0.881568,"153,891",0.589177,"90,669",0.755288,"116,232",9.661992515,"1,123,032.71",0.34626,"53,564",0.327429,0.23281,0.161391,,,,
GCRU25US000_NU_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_SMB_Kargo Venti Video_LiveRamp_x:|lxf5ok,Kargo,pagesix.com,"174,431","174,426",0.882598,"153,948",0.584444,"89,974",0.749961,"115,455",9.705545303,"1,120,553.73",0.343736,"53,199",0.324307,0.232214,0.160809,,,,
GCRU25US000_NU_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_SMB_Kargo Enahnced Pre-Roll with Brande_LiveRamp Mobile_x:|bj97n2,Kargo,natashaskitchen.com,"168,249","168,180",0.999495,"168,095",0.931646,"156,605",0.93446,"157,078",15.00426011,"2,356,839.17",,0,,,,,,,
GCRU25US000_NU_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_GE_Kargo Venti Video_LiveRamp_x:|qcwcly,Kargo,sallysbakingaddiction.com,"159,192","159,192",0.867776,"138,143",,,0.67483,"93,223",21.44863793,"1,999,506.37",0.482296,"67,014",0.106436,0.112718,0.451752,,,,
GCRU25US000_NU_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_SMB_Kargo Venti Video_LiveRamp_x:|lxf5ok,Kargo,sallysbakingaddiction.com,"158,850","158,850",0.865546,"137,492",,,0.673777,"92,639",21.57027269,"1,998,248.49",0.482902,"66,822",0.10311,0.112259,0.454074,,,,
GCRU25US000_NU_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_GE_Kargo Enahnced Pre-Roll with Brande_LiveRamp Mobile_x:|wr674b,Kargo,chowhound.com,"154,383","154,263",0.987132,"152,278",0.542987,"82,685",0.637479,"97,074",11.73020536,"1,138,697.96",,0,,,,,,,
GCRU25US000_NU_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_GE_Kargo Enahnced Pre-Roll with Brande_LiveRamp Mobile_x:|wr674b,Kargo,upworthy.com,"149,502","149,421",0.997905,"149,108",0.812981,"121,222",0.932391,"139,027",13.90658599,"1,933,390.93",,0,,,,,,,
GCRU25US000_NU_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_SMB_Kargo Enahnced Pre-Roll with Brande_LiveRamp Mobile_x:|bj97n2,Kargo,chowhound.com,"147,760","147,643",0.986637,"145,670",0.541937,"78,944",0.638251,"92,974",11.72499579,"1,090,119.76",,0,,,,,,,
GCRU25US000_NU_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_GE_Kargo Enahnced Pre-Roll with Brande_LiveRamp Mobile_x:|wr674b,Kargo,sportingnews.com,"144,423","144,355",0.993495,"143,416",0.82578,"118,430",0.857192,"122,935",12.84125648,"1,578,639.87",,0,,,,,,,
GCRU25US000_NU_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_GE_Kargo Enahnced Pre-Roll with Brande_LiveRamp Desktop_x:|ez56r7,Kargo,people.com,"143,879","143,769",0.992954,"142,756",0.618762,"88,332",0.959399,"136,960",14.3822419,"1,969,791.85",,0,,,,,,,
GCRU25US000_NU_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_GE_Kargo Enahnced Pre-Roll with Brande_LiveRamp Desktop_x:|ez56r7,Kargo,dailymail.co.uk,"143,377","143,039",0.995987,"142,465",0.303857,"43,289",0.43523,"62,005",13.25800018,"822,062.30",,0,,,,,,,
GCRU25US000_NU_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_SMB_Kargo Enahnced Pre-Roll with Brande_LiveRamp Mobile_x:|bj97n2,Kargo,upworthy.com,"142,462","142,383",0.99771,"142,057",0.812808,"115,465",0.933111,"132,555",13.90330053,"1,842,952.00",,0,,,,,,,
GCRU25US000_NU_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_SMB_Kargo Enahnced Pre-Roll with Brande_LiveRamp Desktop_x:|ff3syi,Kargo,people.com,"140,840","140,734",0.99298,"139,746",0.619896,"86,628",0.958317,"133,921",14.42052924,"1,931,211.70",,0,,,,,,,
GCRU25US000_NU_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_SMB_Kargo Enahnced Pre-Roll with Brande_LiveRamp Mobile_x:|bj97n2,Kargo,sportingnews.com,"139,677","139,630",0.993433,"138,713",0.828466,"114,919",0.858838,"119,132",12.84769981,"1,530,572.17",,0,,,,,,,
GCRU25US000_NU_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_GE_Kargo Enahnced Pre-Roll with Brande_LiveRamp Mobile_x:|wr674b,Kargo,thestreet.com,"139,385","139,111",0.997728,"138,795",0.439843,"61,048",0.917,"127,275",13.63671511,"1,735,612.92",,0,,,,,,,
GCRU25US000_NU_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_SMB_Kargo Enahnced Pre-Roll with Brande_LiveRamp Desktop_x:|ff3syi,Kargo,dailymail.co.uk,"139,302","138,996",0.996072,"138,450",0.300246,"41,569",0.432835,"59,926",13.30484045,"797,305.87",,0,,,,,,,
GCRU25US000_NU_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_GE_Kargo Enahnced Pre-Roll with Brande_LiveRamp Mobile_x:|wr674b,Kargo,sallysbakingaddiction.com,"138,045","137,839",0.999398,"137,756",,,0.931204,"128,279",15.04172589,"1,929,537.56",,0,,,,,,,
