Campaign Name,Placement Name,Media Property,Delivery Site,Monitored Ads,Eligible Impressions,Measurement Rate,Measured Impressions,Authentic Viewable Rate,Authentic Viewable Impressions,Viewable Rate,Viewable Impressions,Average Time (s) - Viewable Impressions,Total Viewable Time (s),100% Display Viewable Rate,100% Display Viewable Impressions,50% Display Viewable 1-5 Secs Rate,50% Display Viewable 5-15 Secs Rate,50% Display Viewable >15 Secs Rate,Authentic Custom Viewable Rate,Authentic Custom Viewable Impressions,Custom Viewable Rate,Custom Viewable Impressions
GCRU25US000_NU_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_SMB_Kargo Venti Video_LiveRamp_x:|lxf5ok,Kargo,vice.com,"8,708","8,708",0.867363,"7,553",0.299351,"2,261",0.57262,"4,325",12.54778913,"54,269.19",0.244884,"1,855",0.201716,0.186139,0.183102,,,,
GCRU25US000_NU_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_SMB_Kargo Venti Video_LiveRamp_x:|lxf5ok,Kargo,wdwmagic.com,"8,701","8,700",0.886552,"7,713",0.501232,"3,866",0.537145,"4,143",10.15945209,"42,090.61",0.268063,"2,074",0.250743,0.157813,0.126923,,,,
GCRU25US000_NU_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_SMB_Kargo Venti Video_LiveRamp_x:|lxf5ok,Kargo,thestayathomechef.com,"8,686","8,686",0.87831,"7,629",0.663521,"5,062",0.671517,"5,123",22.09845715,"113,210.40",0.389338,"2,987",0.093457,0.100104,0.474192,,,,
GCRU25US000_NU_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_GE_Kargo Venti Video_LiveRamp_x:|qcwcly,Kargo,amandascookin.com,"8,681","8,680",0.844931,"7,334",0.407827,"2,991",0.447505,"3,282",15.30347471,"50,226.00",0.201438,"1,485",0.162642,0.080846,0.201709,,,,
GCRU25US000_NU_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_SMB_Kargo Venti Video_LiveRamp_x:|lxf5ok,Kargo,amandascookin.com,"8,646","8,646",0.832871,"7,201",0.403138,"2,903",0.446882,"3,218",15.62436172,"50,279.20",0.192456,"1,393",0.162061,0.072119,0.210417,,,,
GCRU25US000_NU_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_GE_Kargo Venti Video_LiveRamp_x:|qcwcly,Kargo,divascancook.com,"8,563","8,563",0.827047,"7,082",0.517086,"3,662",0.534736,"3,787",20.84781067,"78,950.66",0.339509,"2,419",0.111298,0.068491,0.351719,,,,
GCRU25US000_NU_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_SMB_Kargo Enahnced Pre-Roll with Brande_LiveRamp Mobile_x:|bj97n2,Kargo,yellowblissroad.com,"8,553","8,536",0.999414,"8,531",0.947837,"8,086",0.952995,"8,130",15.08777626,"122,663.62",,0,,,,,,,
GCRU25US000_NU_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_GE_Kargo Enahnced Pre-Roll with Brande_LiveRamp Mobile_x:|wr674b,Kargo,elitedaily.com,"8,545","8,532",0.998476,"8,519",0.329499,"2,807",0.966193,"8,231",14.27506694,"117,498.08",,0,,,,,,,
GCRU25US000_NU_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_SMB_Kargo Enahnced Pre-Roll with Brande_LiveRamp Mobile_x:|bj97n2,Kargo,eurogamer.net,"8,495","8,484",0.997878,"8,466",0.771202,"6,529",0.83605,"7,078",13.33404549,"94,378.37",,0,,,,,,,
GCRU25US000_NU_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_GE_Kargo Venti Video_LiveRamp_x:|qcwcly,Kargo,apartmenttherapy.com,"8,492","8,492",0.858926,"7,294",0.605703,"4,418",0.633946,"4,624",15.46879044,"71,527.69",0.456325,"3,333",0.211254,0.171961,0.249863,,,,
GCRU25US000_NU_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_GE_Kargo Enahnced Pre-Roll with Brande_LiveRamp Mobile_x:|wr674b,Kargo,thestayathomechef.com,"8,482","8,458",0.999172,"8,451",0.920128,"7,776",0.926518,"7,830",14.69179872,"115,036.78",,0,,,,,,,
GCRU25US000_NU_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_GE_Kargo Enahnced Pre-Roll with Brande_LiveRamp Mobile_x:|wr674b,Kargo,40aprons.com,"8,480","8,469",0.989019,"8,376",0.687082,"5,755",0.696275,"5,832",13.18005881,"76,866.10",,0,,,,,,,
GCRU25US000_NU_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_GE_Kargo Enahnced Pre-Roll with Brande_LiveRamp Desktop_x:|ez56r7,Kargo,diethood.com,"8,429","8,405",0.983462,"8,266",0.723203,"5,978",0.732519,"6,055",13.68145136,"82,841.19",,0,,,,,,,
GCRU25US000_NU_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_SMB_Kargo Venti Video_LiveRamp_x:|lxf5ok,Kargo,abeautifulmess.com,"8,404","8,404",0.821752,"6,906",0.359253,"2,481",0.488561,"3,374",14.56670895,"49,148.08",0.267494,"1,854",0.176886,0.111961,0.197951,,,,
GCRU25US000_NU_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_GE_Kargo Venti Video_LiveRamp_x:|qcwcly,Kargo,abeautifulmess.com,"8,386","8,386",0.820057,"6,877",0.360041,"2,476",0.495565,"3,408",14.30145364,"48,739.35",0.273873,"1,890",0.188378,0.107231,0.198232,,,,
GCRU25US000_NU_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_SMB_Kargo Enahnced Pre-Roll with Brande_LiveRamp Desktop_x:|ff3syi,Kargo,diethood.com,"8,353","8,328",0.982709,"8,184",0.725929,"5,941",0.73607,"6,024",13.95923373,"84,090.42",,0,,,,,,,
GCRU25US000_NU_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_GE_Kargo Venti Video_LiveRamp_x:|qcwcly,Kargo,eonline.com,"8,353","8,353",0.725608,"6,061",0.481769,"2,920",0.650553,"3,943",7.730163074,"30,480.03",0.145044,881,0.319888,0.232302,0.093513,,,,
GCRU25US000_NU_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_SMB_Kargo Venti Video_LiveRamp_x:|lxf5ok,Kargo,apartmenttherapy.com,"8,341","8,341",0.857691,"7,154",0.617976,"4,421",0.644255,"4,609",15.04878303,"69,359.84",0.461506,"3,309",0.223013,0.176011,0.243794,,,,
GCRU25US000_NU_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_SMB_Kargo Venti Video_LiveRamp_x:|lxf5ok,Kargo,adayinourshoes.com,"8,341","8,341",0.843544,"7,036",0.571347,"4,020",0.574616,"4,043",16.54333391,"66,884.70",0.368556,"2,595",0.18023,0.127255,0.266723,,,,
GCRU25US000_NU_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_GE_Kargo Enahnced Pre-Roll with Brande_LiveRamp Desktop_x:|ez56r7,Kargo,bhg.com,"8,333","8,325",0.995315,"8,286",0.869056,"7,201",0.935675,"7,753",14.55530143,"112,847.25",,0,,,,,,,
GCRU25US000_NU_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_GE_Kargo Venti Video_LiveRamp_x:|qcwcly,Kargo,adayinourshoes.com,"8,324","8,324",0.837938,"6,975",0.567599,"3,959",0.569749,"3,974",17.0854006,"67,897.38",0.37568,"2,626",0.171245,0.118884,0.278398,,,,
GCRU25US000_NU_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_GE_Kargo Enahnced Pre-Roll with Brande_LiveRamp Mobile_x:|wr674b,Kargo,sammobile.com,"8,315","8,298",0.998795,"8,288",0.855816,"7,093",0.858832,"7,118",12.34084378,"87,842.13",,0,,,,,,,
GCRU25US000_NU_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_GE_Kargo Venti Video_LiveRamp_x:|qcwcly,Kargo,encyclopedia.com,"8,274","8,274",0.84264,"6,972",,,0.704246,"4,910",18.05446069,"88,647.40",0.396943,"2,779",0.166405,0.163834,0.37109,,,,
GCRU25US000_NU_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_SMB_Kargo Enahnced Pre-Roll with Brande_LiveRamp Desktop_x:|ff3syi,Kargo,bhg.com,"8,224","8,219",0.995863,"8,185",0.870373,"7,124",0.936225,"7,663",14.50303119,"111,136.73",,0,,,,,,,
GCRU25US000_NU_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_SMB_Kargo Venti Video_LiveRamp_x:|lxf5ok,Kargo,ctpost.com,"8,213","8,213",0.907951,"7,457",0.345581,"2,577",0.413303,"3,082",6.544461064,"20,170.03",0.136904,"1,025",0.209296,0.142113,0.033124,,,,
GCRU25US000_NU_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_GE_Kargo Enahnced Pre-Roll with Brande_LiveRamp Desktop_x:|ez56r7,Kargo,lilluna.com,"8,210","8,206",0.99866,"8,195",0.925076,"7,581",0.942404,"7,723",15.14962023,"117,000.52",,0,,,,,,,
GCRU25US000_NU_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_GE_Kargo Enahnced Pre-Roll with Brande_LiveRamp Mobile_x:|wr674b,Kargo,twinsdaily.com,"8,195","8,194",0.999268,"8,188",0.913288,"7,478",0.956033,"7,828",14.47560641,"113,315.05",,0,,,,,,,
GCRU25US000_NU_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_GE_Kargo Enahnced Pre-Roll with Brande_LiveRamp Mobile_x:|wr674b,Kargo,destructoid.com,"8,144","8,136",0.985865,"8,021",0.638823,"5,124",0.687445,"5,514",18.53996065,"102,229.34",,0,,,,,,,
GCRU25US000_NU_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_SMB_Kargo Venti Video_LiveRamp_x:|lxf5ok,Kargo,eonline.com,"8,114","8,114",0.704831,"5,719",0.485574,"2,777",0.65431,"3,742",7.688855158,"28,771.70",0.14787,847,0.324197,0.234288,0.092004,,,,
GCRU25US000_NU_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_SMB_Kargo Enahnced Pre-Roll with Brande_LiveRamp Mobile_x:|bj97n2,Kargo,thestayathomechef.com,"8,085","8,074",0.999133,"8,067",0.92711,"7,479",0.93368,"7,532",14.63661232,"110,242.96",,0,,,,,,,
GCRU25US000_NU_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_SMB_Kargo Venti Video_LiveRamp_x:|lxf5ok,Kargo,encyclopedia.com,"8,076","8,076",0.847821,"6,847",,,0.7098,"4,860",18.3914821,"89,382.60",0.411388,"2,825",0.164409,0.165138,0.378186,,,,
GCRU25US000_NU_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_GE_Kargo Venti Video_LiveRamp_x:|qcwcly,Kargo,ctpost.com,"8,072","8,072",0.909812,"7,344",0.344363,"2,529",0.40768,"2,994",6.90758016,"20,681.30",0.131843,973,0.204607,0.137398,0.035637,,,,
GCRU25US000_NU_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_GE_Kargo Venti Video_LiveRamp_x:|qcwcly,Kargo,13wmaz.com,"8,036","8,036",0.904057,"7,265",0.369305,"2,683",0.624776,"4,539",12.28908526,"55,780.16",0.323574,"2,354",0.231203,0.213746,0.178832,,,,
GCRU25US000_NU_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_SMB_Kargo Enahnced Pre-Roll with Brande_LiveRamp Mobile_x:|bj97n2,Kargo,sammobile.com,"8,023","8,008",0.997003,"7,984",0.848948,"6,778",0.853582,"6,815",12.43236434,"84,726.56",,0,,,,,,,
GCRU25US000_NU_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_GE_Kargo Venti Video_LiveRamp_x:|qcwcly,Kargo,melissassouthernstylekitchen.com,"8,007","8,007",0.832771,"6,668",0.439862,"2,933",0.44751,"2,984",15.60413338,"46,562.73",0.226838,"1,518",0.150777,0.085176,0.209803,,,,
GCRU25US000_NU_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_GE_Kargo Venti Video_LiveRamp_x:|qcwcly,Kargo,wgal.com,"7,998","7,996",0.769635,"6,154",0.18297,"1,126",0.236107,"1,453",13.45721886,"19,553.34",0.122585,755,0.076961,0.061861,0.097094,,,,
GCRU25US000_NU_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_SMB_Kargo Enahnced Pre-Roll with Brande_LiveRamp Mobile_x:|bj97n2,Kargo,40aprons.com,"7,979","7,973",0.99097,"7,901",0.686622,"5,425",0.697633,"5,512",13.26924419,"73,140.07",,0,,,,,,,
GCRU25US000_NU_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_GE_Kargo Enahnced Pre-Roll with Brande_LiveRamp Mobile_x:|wr674b,Kargo,lifeloveandsugar.com,"7,956","7,950",0.991069,"7,879",0.682193,"5,375",0.689047,"5,429",13.27547357,"72,072.55",,0,,,,,,,
GCRU25US000_NU_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_GE_Kargo Enahnced Pre-Roll with Brande_LiveRamp Desktop_x:|ez56r7,Kargo,amplify.upworthy.com,"7,950","7,946",0.999497,"7,942",0.887182,"7,046",0.939436,"7,461",14.28172591,"106,555.96",,0,,,,,,,
GCRU25US000_NU_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_SMB_Kargo Enahnced Pre-Roll with Brande_LiveRamp Mobile_x:|bj97n2,Kargo,twinsdaily.com,"7,884","7,882",0.999239,"7,876",0.915693,"7,212",0.957974,"7,545",14.77810987,"111,500.84",,0,,,,,,,
GCRU25US000_NU_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_SMB_Kargo Venti Video_LiveRamp_x:|lxf5ok,Kargo,melissassouthernstylekitchen.com,"7,860","7,860",0.825445,"6,488",0.428946,"2,783",0.439427,"2,851",15.52262575,"44,255.01",0.218213,"1,421",0.154638,0.082002,0.201167,,,,
GCRU25US000_NU_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_SMB_Kargo Venti Video_LiveRamp_x:|lxf5ok,Kargo,wgal.com,"7,856","7,856",0.764257,"6,004",0.171053,"1,027",0.226516,"1,360",13.81063603,"18,782.47",0.113587,683,0.072343,0.05538,0.098453,,,,
GCRU25US000_NU_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_SMB_Kargo Enahnced Pre-Roll with Brande_LiveRamp Mobile_x:|bj97n2,Kargo,elitedaily.com,"7,803","7,789",0.998459,"7,777",0.327247,"2,545",0.972612,"7,564",14.048594,"106,263.57",,0,,,,,,,
GCRU25US000_NU_DIG_US_H1'25 Wave 2_omg_q2-25_BURST2_AWR_PROG_TRADEDESK_custm_x_x_Kargo High Impact OLV_x_x:|5f5dms,GCRU25US000_DIG_BURST2_awa_TRADEDESK_KARGO_DIGVID_vrc_rch_1p_us-nat_x_en_1x1_x_dcm_nodco_cld_cpm_btdemo_cus_a18p-opnelt-x_SMB_Kargo Venti Video_LiveRamp_x:|lxf5ok,Kargo,13wmaz.com,"7,776","7,776",0.900077,"6,999",0.368767,"2,581",0.607801,"4,254",12.17015891,"51,771.86",0.31606,"2,214",0.223126,0.210136,0.173876,,,,
