Reporting Date,Deal Name,Deal ID,Rate,% SCYLLA Impressions,Impressions,Gross Revenue,eCPM,Bid Requests,Valid Bid Responses,Bid Responses,Response Rate,Win Rate (Client),Avg Bid CPM,AVG% above Floor price needed to win Bid (CPM)
3/14/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Enhanced CTV,KRG-0gx7-44475,$26.50 ,$0.00 ,0,$0.00 ,$0.00 ,"6,845,822,200",0,0,0.00%,0.00%,$0.00 ,0.00%
3/15/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_ADHESION_1P OE AUDIENCE_Cross-Platform Runway,KRG-rlf9-43675,$7.00 ,$1.00 ,"84,774",$594.69 ,$7.02 ,"327,339,200","340,303","344,652",0.10%,24.91%,$7.02 ,100.29%
3/15/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE AUDIENCE_Cross-Platform STANDARD Pre-Roll,KRG-nyw4-44580,$15.00 ,$1.00 ,"98,521","$3,117.56 ",$31.64 ,"581,294,800","334,035","334,096",0.06%,29.49%,$28.13 ,187.53%
3/15/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Enhanced CTV,KRG-0gx7-44475,$26.50 ,$0.00 ,0,$0.00 ,$0.00 ,"8,459,809,600",0,0,0.00%,0.00%,$0.00 ,0.00%
3/15/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE AUDIENCE_Cross-Platform Venti Video,KRG-pja5-43673,$7.29 ,$1.00 ,"212,949","$1,554.14 ",$7.30 ,"904,054,800","994,083","1,007,481",0.11%,21.42%,$7.30 ,100.14%
3/15/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE AUDIENCE_Cross-Platform Venti Display,KRG-x8c8-43674,$6.29 ,$1.00 ,"443,545","$2,794.99 ",$6.30 ,"904,054,800","2,226,084","2,515,096",0.25%,19.92%,$5.76 ,91.57%
3/15/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE AUDIENCE_Cross-Platform Enhanced Pre-Roll,KRG-9qcd-43672,$17.00 ,$1.00 ,"580,157","$10,440.18 ",$18.00 ,"581,294,800","2,723,669","2,900,600",0.47%,21.30%,$17.16 ,100.94%
3/16/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE AUDIENCE_Cross-Platform Enhanced Pre-Roll,KRG-9qcd-43672,$17.00 ,$1.00 ,"577,094","$10,400.51 ",$18.02 ,"688,315,300","2,395,642","2,630,944",0.35%,24.09%,$16.79 ,98.76%
3/16/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE AUDIENCE_Cross-Platform Venti Display,KRG-x8c8-43674,$6.29 ,$1.00 ,"423,783","$2,670.67 ",$6.30 ,"979,453,100","2,021,904","2,350,942",0.21%,20.96%,$5.61 ,89.19%
3/16/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_ADHESION_1P OE AUDIENCE_Cross-Platform Runway,KRG-rlf9-43675,$7.00 ,$1.00 ,"84,006",$589.26 ,$7.01 ,"362,506,300","318,972","321,719",0.09%,26.34%,$7.02 ,100.29%
3/16/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE AUDIENCE_Cross-Platform STANDARD Pre-Roll,KRG-nyw4-44580,$15.00 ,$1.00 ,"68,703","$2,415.26 ",$35.16 ,"688,315,300","226,116","226,141",0.03%,30.38%,$30.53 ,203.53%
3/16/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Enhanced CTV,KRG-0gx7-44475,$26.50 ,$0.00 ,0,$0.00 ,$0.00 ,"8,826,366,000",0,0,0.00%,0.00%,$0.00 ,0.00%
3/16/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE AUDIENCE_Cross-Platform Venti Video,KRG-pja5-43673,$7.29 ,$1.00 ,"228,623","$1,668.57 ",$7.30 ,"979,453,100","1,017,497","1,030,923",0.10%,22.47%,$7.30 ,100.14%
3/17/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE AUDIENCE_Cross-Platform STANDARD Pre-Roll,KRG-nyw4-44580,$15.00 ,$1.00 ,"71,950","$2,373.45 ",$32.99 ,"694,740,300","239,033","239,110",0.03%,30.10%,$29.92 ,199.47%
3/17/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Enhanced CTV,KRG-0gx7-44475,$26.50 ,$0.00 ,0,$0.00 ,$0.00 ,"8,129,212,100",0,0,0.00%,0.00%,$0.00 ,0.00%
3/17/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_ADHESION_1P OE AUDIENCE_Cross-Platform Runway,KRG-rlf9-43675,$7.00 ,$1.00 ,"85,850",$602.01 ,$7.01 ,"339,618,100","328,798","330,299",0.10%,26.11%,$7.02 ,100.29%
3/17/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE AUDIENCE_Cross-Platform Venti Video,KRG-pja5-43673,$7.29 ,$1.00 ,"205,428","$1,499.08 ",$7.30 ,"1,022,101,700","960,901","974,779",0.09%,21.38%,$7.30 ,100.14%
3/17/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE AUDIENCE_Cross-Platform Enhanced Pre-Roll,KRG-9qcd-43672,$17.00 ,$1.00 ,"574,326","$10,337.94 ",$18.00 ,"694,740,300","2,523,286","2,703,376",0.36%,22.76%,$17.15 ,100.88%
3/17/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE AUDIENCE_Cross-Platform Venti Display,KRG-x8c8-43674,$6.29 ,$1.00 ,"449,654","$2,833.22 ",$6.30 ,"1,022,101,700","2,279,789","2,592,232",0.22%,19.72%,$5.73 ,91.10%
3/18/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE AUDIENCE_Cross-Platform Enhanced Pre-Roll,KRG-9qcd-43672,$17.00 ,$1.00 ,"579,532","$10,403.60 ",$17.95 ,"649,772,100","2,825,524","2,993,704",0.43%,20.51%,$17.19 ,101.12%
3/18/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE AUDIENCE_Cross-Platform Venti Display,KRG-x8c8-43674,$6.29 ,$1.00 ,"459,940","$2,896.78 ",$6.30 ,"987,573,100","2,189,184","2,524,483",0.22%,21.01%,$5.67 ,90.14%
3/18/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE AUDIENCE_Cross-Platform STANDARD Pre-Roll,KRG-nyw4-44580,$15.00 ,$1.00 ,"42,013","$1,383.13 ",$32.92 ,"649,772,100","140,616","140,693",0.02%,29.88%,$29.31 ,195.40%
3/18/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_ADHESION_1P OE AUDIENCE_Cross-Platform Runway,KRG-rlf9-43675,$7.00 ,$1.00 ,"74,606",$523.18 ,$7.01 ,"324,708,200","272,454","274,355",0.08%,27.38%,$7.02 ,100.29%
3/18/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE AUDIENCE_Cross-Platform Venti Video,KRG-pja5-43673,$7.29 ,$1.00 ,"213,343","$1,556.83 ",$7.30 ,"987,573,100","916,836","928,759",0.09%,23.27%,$7.30 ,100.14%
3/18/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Enhanced CTV,KRG-0gx7-44475,$26.50 ,$0.00 ,0,$0.00 ,$0.00 ,"7,638,220,500",0,0,0.00%,0.00%,$0.00 ,0.00%
3/19/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE AUDIENCE_Cross-Platform STANDARD Pre-Roll,KRG-nyw4-44580,$15.00 ,$1.00 ,"43,630","$1,391.56 ",$31.89 ,"622,125,500","149,636","149,668",0.02%,29.16%,$28.21 ,188.07%
3/19/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE AUDIENCE_Cross-Platform Venti Display,KRG-x8c8-43674,$6.29 ,$1.00 ,"431,692","$2,719.55 ",$6.30 ,"970,319,200","2,338,193","2,686,801",0.24%,18.46%,$5.69 ,90.46%
3/19/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE AUDIENCE_Cross-Platform Enhanced Pre-Roll,KRG-9qcd-43672,$17.00 ,$1.00 ,"573,457","$10,364.31 ",$18.07 ,"622,125,500","2,636,050","2,789,526",0.42%,21.75%,$17.33 ,101.94%
3/19/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE AUDIENCE_Cross-Platform Venti Video,KRG-pja5-43673,$7.29 ,$1.00 ,"221,253","$1,614.69 ",$7.30 ,"970,319,200","1,078,700","1,095,616",0.11%,20.51%,$7.30 ,100.14%
3/19/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Enhanced CTV,KRG-0gx7-44475,$26.50 ,$0.00 ,0,$0.00 ,$0.00 ,"7,542,052,100",0,0,0.00%,0.00%,$0.00 ,0.00%
3/19/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_ADHESION_1P OE AUDIENCE_Cross-Platform Runway,KRG-rlf9-43675,$7.00 ,$1.00 ,"87,019",$609.89 ,$7.01 ,"319,620,700","332,890","334,910",0.10%,26.14%,$7.01 ,100.14%
3/20/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE AUDIENCE_Cross-Platform Venti Display,KRG-x8c8-43674,$6.29 ,$1.00 ,"447,532","$2,818.07 ",$6.30 ,"1,010,251,900","2,192,466","2,537,295",0.22%,20.41%,$5.65 ,89.83%
3/20/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE AUDIENCE_Cross-Platform STANDARD Pre-Roll,KRG-nyw4-44580,$15.00 ,$1.00 ,"37,926","$1,244.66 ",$32.82 ,"637,072,000","121,925","122,018",0.02%,31.11%,$29.62 ,197.47%
3/20/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE AUDIENCE_Cross-Platform Enhanced Pre-Roll,KRG-9qcd-43672,$17.00 ,$1.00 ,"578,534","$10,429.83 ",$18.03 ,"637,072,000","2,605,266","2,780,136",0.41%,22.21%,$17.14 ,100.82%
3/20/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Enhanced CTV,KRG-0gx7-44475,$26.50 ,$0.00 ,0,$0.00 ,$0.00 ,"7,558,845,000",0,0,0.00%,0.00%,$0.00 ,0.00%
3/20/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE AUDIENCE_Cross-Platform Venti Video,KRG-pja5-43673,$7.29 ,$1.00 ,"208,072","$1,518.57 ",$7.30 ,"1,010,251,900","882,238","893,542",0.09%,23.58%,$7.30 ,100.14%
3/20/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_ADHESION_1P OE AUDIENCE_Cross-Platform Runway,KRG-rlf9-43675,$7.00 ,$1.00 ,"90,563",$634.76 ,$7.01 ,"318,383,400","329,615","331,591",0.10%,27.48%,$7.01 ,100.14%
3/21/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE AUDIENCE_Cross-Platform Venti Display,KRG-x8c8-43674,$6.29 ,$1.00 ,"483,293","$3,043.86 ",$6.30 ,"939,504,200","2,492,570","2,878,080",0.27%,19.39%,$5.64 ,89.67%
3/21/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE AUDIENCE_Cross-Platform Enhanced Pre-Roll,KRG-9qcd-43672,$17.00 ,$1.00 ,"573,804","$10,368.40 ",$18.07 ,"606,141,400","2,779,686","2,940,914",0.46%,20.64%,$17.27 ,101.59%
3/21/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE AUDIENCE_Cross-Platform Venti Video,KRG-pja5-43673,$7.29 ,$1.00 ,"172,425","$1,258.40 ",$7.30 ,"939,504,200","701,308","708,496",0.07%,24.59%,$7.30 ,100.14%
3/21/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Enhanced CTV,KRG-0gx7-44475,$26.50 ,$0.00 ,0,$0.00 ,$0.00 ,"7,492,431,500",0,0,0.00%,0.00%,$0.00 ,0.00%
3/21/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE AUDIENCE_Cross-Platform STANDARD Pre-Roll,KRG-nyw4-44580,$15.00 ,$1.00 ,"175,998","$5,159.72 ",$29.32 ,"606,141,400","648,250","648,524",0.11%,27.15%,$25.80 ,172.00%
3/21/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_ADHESION_1P OE AUDIENCE_Cross-Platform Runway,KRG-rlf9-43675,$7.00 ,$1.00 ,"89,812",$629.68 ,$7.01 ,"298,142,000","317,718","320,727",0.11%,28.27%,$7.01 ,100.14%
3/22/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE AUDIENCE_Cross-Platform STANDARD Pre-Roll,KRG-nyw4-44580,$15.00 ,$1.00 ,"105,632","$3,720.05 ",$35.22 ,"617,391,900","330,324","330,429",0.05%,31.98%,$31.59 ,210.60%
3/22/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_ADHESION_1P OE AUDIENCE_Cross-Platform Runway,KRG-rlf9-43675,$7.00 ,$1.00 ,"88,978",$623.77 ,$7.01 ,"310,040,300","382,551","384,795",0.12%,23.26%,$7.01 ,100.14%
3/22/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE AUDIENCE_Cross-Platform Venti Display,KRG-x8c8-43674,$6.29 ,$1.00 ,"485,800","$3,060.33 ",$6.30 ,"888,917,900","2,764,367","3,114,129",0.31%,17.57%,$5.79 ,92.05%
3/22/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Enhanced CTV,KRG-0gx7-44475,$26.50 ,$0.00 ,0,$0.00 ,$0.00 ,"7,975,499,900",0,0,0.00%,0.00%,$0.00 ,0.00%
3/22/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE AUDIENCE_Cross-Platform Enhanced Pre-Roll,KRG-9qcd-43672,$17.00 ,$1.00 ,"559,300","$10,428.37 ",$18.65 ,"617,391,900","2,780,406","2,927,787",0.45%,20.12%,$17.86 ,105.06%
3/22/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE AUDIENCE_Cross-Platform Venti Video,KRG-pja5-43673,$7.29 ,$1.00 ,"171,745","$1,253.40 ",$7.30 ,"888,917,900","824,297","834,309",0.09%,20.84%,$7.30 ,100.14%
3/23/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE AUDIENCE_Cross-Platform Venti Display,KRG-x8c8-43674,$6.29 ,$1.00 ,"479,289","$3,019.39 ",$6.30 ,"962,214,100","2,471,348","2,846,384",0.26%,19.39%,$5.67 ,90.14%
